http://www.wikidata.org/entity/Q16212592, 
http://www.wikidata.org/entity/Q5874717,होबार्ट हेरिकेन्स
http://www.wikidata.org/entity/Q5877958,होकाइतो झिमोमी
http://www.wikidata.org/entity/Q5906289,हॉर्शेम क्रिकेट क्लब
http://www.wikidata.org/entity/Q27832564,हॉर्मुसजी एन.कामा
http://www.wikidata.org/entity/Q1136821,हॉक-आई
http://www.wikidata.org/entity/Q27914997,हैरी ब्रूक
http://www.wikidata.org/entity/Q41449474,हैरी नीलसन
http://www.wikidata.org/entity/Q30066771,हैरी टेक्टर
http://www.wikidata.org/entity/Q100376272,हैरी चेम्बरलेन
http://www.wikidata.org/entity/Q5669335,हैरी गुरनी
http://www.wikidata.org/entity/Q23007678,हैरी कोनवे
http://www.wikidata.org/entity/Q15997295,हैरी एडम्स (क्रिकेट अंपायर)
http://www.wikidata.org/entity/Q27734973,हैरिसन कार्लियोन
http://www.wikidata.org/entity/Q5657783,हैरिस सोहैल
http://www.wikidata.org/entity/Q3126578,हैम्पशायर काउंटी क्रिकेट क्लब
http://www.wikidata.org/entity/Q3525035,हैमिल्टन मसाकाद्ज़ा
http://www.wikidata.org/entity/Q681723,हैन्सी क्रोनिये
http://www.wikidata.org/entity/Q85765464,"हैदर अली (क्रिकेटर, जन्म 2000)"
http://www.wikidata.org/entity/Q85765892,हैट्रिक (क्रिकेट)
http://www.wikidata.org/entity/Q74121994,हेलेनिक प्रीमियर लीग 2019
http://www.wikidata.org/entity/Q21621458,हेले मैथ्यूज
http://www.wikidata.org/entity/Q16212868,हेले जेनसन (क्रिकेटर)
http://www.wikidata.org/entity/Q13426390,हेर्बी कॉलिन्स
http://www.wikidata.org/entity/Q3521452,हेमू अधिकारी
http://www.wikidata.org/entity/Q5712239,हेमलता कला
http://www.wikidata.org/entity/Q3529840,हेमंथा बोत्जू
http://www.wikidata.org/entity/Q3520376,हेमंत कानीटकर
http://www.wikidata.org/entity/Q3521101,हेमंग बडाणी
http://www.wikidata.org/entity/Q104804543,हेम छेत्री
http://www.wikidata.org/entity/Q5715101,हेन्नो जोर्डन
http://www.wikidata.org/entity/Q79742107,हेनान नज़ीर
http://www.wikidata.org/entity/Q71088914,हेनरी हंट (क्रिकेटर)
http://www.wikidata.org/entity/Q18349169,हेनरी सेन्सियोन्डो
http://www.wikidata.org/entity/Q23771510,हेनरी शिपले
http://www.wikidata.org/entity/Q39487007,हेनरी ब्रुक्स
http://www.wikidata.org/entity/Q333364,"हेनरी फ़ोस्टर, प्रथम बॅरन फ़ोस्टर"
http://www.wikidata.org/entity/Q21622201,हेनरी निकोल्स
http://www.wikidata.org/entity/Q3524759,हेनरी डेविडस
http://www.wikidata.org/entity/Q29033908,हेनरी कूपर (उत्तरी जिले के क्रिकेटर)
http://www.wikidata.org/entity/Q3132992,हेनरी ओलोंगा
http://www.wikidata.org/entity/Q20981646,हेनरिक क्लासेन
http://www.wikidata.org/entity/Q1187032,हेडिंग्ले स्टेडियम
http://www.wikidata.org/entity/Q21061609,हेडिंग्ले क्रिकेट ग्राउंड
http://www.wikidata.org/entity/Q22096893,हेडन वॉल्श जूनियर
http://www.wikidata.org/entity/Q28465206,हेट पटेल
http://www.wikidata.org/entity/Q5638760,हेगले ओवल
http://www.wikidata.org/entity/Q21063442,हुसैन तलत
http://www.wikidata.org/entity/Q5742654,हीरो कप
http://www.wikidata.org/entity/Q16225113,हीरल पटेल
http://www.wikidata.org/entity/Q28777195,हीदर सीजर्स
http://www.wikidata.org/entity/Q28592327,हीदर ग्राहम (क्रिकेटर)
http://www.wikidata.org/entity/Q5693931,हीथर नाइट
http://www.wikidata.org/entity/Q3524453,हीथ स्ट्रीक
http://www.wikidata.org/entity/Q5764514,हिल्टन कार्टराइट
http://www.wikidata.org/entity/Q5769771,हिरेन्द्रनाथ साधु
http://www.wikidata.org/entity/Q5769763,हिरेन वारिया
http://www.wikidata.org/entity/Q21621482,हिरी हिरी
http://www.wikidata.org/entity/Q5768987,हिरालाल मछी
http://www.wikidata.org/entity/Q5768981,हिरालाल दत्ता
http://www.wikidata.org/entity/Q5768994,हिरालाल गायकवाड़
http://www.wikidata.org/entity/Q21066639,हिम्मत सिंह (क्रिकेटर)
http://www.wikidata.org/entity/Q21622475,हिमांशु राणा
http://www.wikidata.org/entity/Q21620672,हिमालय अग्रवाल
http://www.wikidata.org/entity/Q1427175,हिमाचल प्रदेश क्रिकेट टीम
http://www.wikidata.org/entity/Q5766769,हिंदु क्रिकेट टीम
http://www.wikidata.org/entity/Q104839457,हितेश यादव
http://www.wikidata.org/entity/Q5871581,हित विकेट
http://www.wikidata.org/entity/Q5760539,हिकेन शाह
http://www.wikidata.org/entity/Q735128,हाशिम आमला
http://www.wikidata.org/entity/Q15983499,हार्दिक मलिक
http://www.wikidata.org/entity/Q19895060,हार्दिक पाण्डया
http://www.wikidata.org/entity/Q21622329,हार्दिक पटेल (क्रिकेटर)
http://www.wikidata.org/entity/Q81700123,हार्दिक तमोर
http://www.wikidata.org/entity/Q16225771,हार्डस विलोजेन
http://www.wikidata.org/entity/Q3349961,हारून लोर्गट
http://www.wikidata.org/entity/Q42292976,हारून अरशद
http://www.wikidata.org/entity/Q61729076,हारिस रऊफ
http://www.wikidata.org/entity/Q18357644,हामू कयांडो
http://www.wikidata.org/entity/Q5645397,हामिश रदरफोर्ड
http://www.wikidata.org/entity/Q3530761,हामिश बेनेट
http://www.wikidata.org/entity/Q3535065,हामिद हसन
http://www.wikidata.org/entity/Q20745301,हामिद शाह
http://www.wikidata.org/entity/Q3695603,हामिद मीर
http://www.wikidata.org/entity/Q17001980,हांगकांग में क्रिकेट
http://www.wikidata.org/entity/Q5895371,हांगकांग महिला राष्ट्रीय क्रिकेट टीम
http://www.wikidata.org/entity/Q24083571,हांगकांग क्रिकेट टीम का स्कॉटलैंड दौरा 2016
http://www.wikidata.org/entity/Q85679167,हांगकांग क्रिकेट टीम का मलेशिया दौरा 2020
http://www.wikidata.org/entity/Q24196923,हांगकांग क्रिकेट टीम का आयरलैंड दौरा 2016
http://www.wikidata.org/entity/Q3534064,हाँगकाँग क्रिकेट टीम
http://www.wikidata.org/entity/Q5759755,हाईवेल्ड लायंस
http://www.wikidata.org/entity/Q5680715,हसुभाई ज़िंज़ुवाड़िया
http://www.wikidata.org/entity/Q20876694,हसीब हमीद
http://www.wikidata.org/entity/Q5678746,हसीब अहसान
http://www.wikidata.org/entity/Q16236961,हसीनी परेरा
http://www.wikidata.org/entity/Q41864131,हसन महमूद
http://www.wikidata.org/entity/Q3521135,हस़न तिलकरत्ने
http://www.wikidata.org/entity/Q5678147,हसन डरहम
http://www.wikidata.org/entity/Q75489739,हसन खान मोहम्मद
http://www.wikidata.org/entity/Q21620719,हसन अली
http://www.wikidata.org/entity/Q19517845,हश्मतुल्लाह शहीदी
http://www.wikidata.org/entity/Q27049118,हर्षिता मदवि
http://www.wikidata.org/entity/Q105657824,हर्षित राठौड़
http://www.wikidata.org/entity/Q12053146,हर्षा भोगले
http://www.wikidata.org/entity/Q5673850,हर्षल पटेल
http://www.wikidata.org/entity/Q105625520,हर्ष दुबे
http://www.wikidata.org/entity/Q56678459,हर्ष त्यागी
http://www.wikidata.org/entity/Q56877149,हर्ष ठाकर
http://www.wikidata.org/entity/Q3269729,हर्शल गिब्स
http://www.wikidata.org/entity/Q20676627,हर्नान फेनेल
http://www.wikidata.org/entity/Q47190195,हरिशंकर रेड्डी
http://www.wikidata.org/entity/Q48864733,हरिकेन रिलीफ टी-२० चैलेंज
http://www.wikidata.org/entity/Q5654215,हरारे स्पोर्ट्स क्लब
http://www.wikidata.org/entity/Q5677815,हरवीर बाईदान
http://www.wikidata.org/entity/Q3527867,हरविंदर सिंह
http://www.wikidata.org/entity/Q61796492,हरलीन देओल
http://www.wikidata.org/entity/Q1753987,हरयाणा क्रिकेट टीम
http://www.wikidata.org/entity/Q3525920,हरमनप्रीत कौर
http://www.wikidata.org/entity/Q38522050,हरमनजोत सिंह
http://www.wikidata.org/entity/Q9475,हरभजन सिंह
http://www.wikidata.org/entity/Q95847,हरबर्ट सटक्लिफ
http://www.wikidata.org/entity/Q2305269,हरफनमौला
http://www.wikidata.org/entity/Q5663652,हरप्रीत सिंह
